timestamp,agent.name,rule.description,rule.level,rule.id
"May 14, 2026 @ 23:07:20.634",safesoc-lnx-01,SafeAgentSOC run end marker observed,3,100761
"May 14, 2026 @ 23:07:20.632",safesoc-lnx-01,SafeAgentSOC S10 Linux cron marker scenario,7,100765
"May 14, 2026 @ 23:07:20.629",safesoc-lnx-01,SafeAgentSOC run start marker observed,3,100760
"May 14, 2026 @ 23:07:20.627",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 23:07:20.624",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 23:07:20.621",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 23:07:20.619",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 23:07:20.616",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 23:07:20.614",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 23:07:20.612",safesoc-lnx-01,SafeAgentSOC run end marker observed,3,100761
"May 14, 2026 @ 23:07:20.610",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 23:07:20.607",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 23:07:20.605",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 23:07:20.603",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 23:07:20.600",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 23:07:20.597",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 23:07:20.596",safesoc-lnx-01,SafeAgentSOC S10 Linux cron marker scenario,7,100765
"May 14, 2026 @ 23:07:20.595",safesoc-lnx-01,SafeAgentSOC run start marker observed,3,100760
"May 14, 2026 @ 23:07:20.370",safesoc-lnx-01,Integrity checksum changed.,7,550
