timestamp,agent.name,rule.description,rule.level,rule.id
"May 14, 2026 @ 22:56:26.396",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 22:56:26.394",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 22:56:26.392",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 22:56:26.390",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 22:56:26.388",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 22:56:26.387",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 22:55:46.379",safesoc-lnx-01,SafeAgentSOC run end marker observed,3,100761
"May 14, 2026 @ 22:55:46.377",safesoc-lnx-01,SafeAgentSOC run start marker observed,3,100760
"May 14, 2026 @ 22:55:46.377",safesoc-lnx-01,SafeAgentSOC S09 Linux discovery scenario marker,5,100764
"May 14, 2026 @ 22:55:45.913",safesoc-lnx-01,Processes running for all users were queried with ps command.,6,92604
"May 14, 2026 @ 22:55:45.870",safesoc-lnx-01,SafeAgentSOC run end marker observed,3,100761
"May 14, 2026 @ 22:55:45.867",safesoc-lnx-01,SafeAgentSOC S09 Linux discovery scenario marker,5,100764
"May 14, 2026 @ 22:55:45.867",safesoc-lnx-01,SafeAgentSOC run start marker observed,3,100760
