timestamp,agent.name,rule.description,rule.level,rule.id
"May 14, 2026 @ 16:54:34.791",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 16:54:04.782",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 16:53:54.820",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 16:53:54.820",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 16:53:54.820",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 16:53:54.820",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 16:53:54.819",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 16:53:54.800",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 16:53:54.799",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 16:53:54.799",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 16:53:54.799",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 16:53:54.799",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 16:53:54.799",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 16:53:54.799",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 16:53:54.799",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 16:53:54.779",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
