timestamp,agent.name,rule.description,rule.level,rule.id
"May 14, 2026 @ 15:33:38.863",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 15:33:38.863",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 15:33:38.863",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 15:33:38.863",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 15:33:38.863",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 15:33:38.862",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 15:33:38.862",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 15:33:38.862",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 15:33:38.843",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 15:30:34.779",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 15:29:28.441",safesoc-lnx-01,Wazuh agent started.,3,503
"May 14, 2026 @ 15:26:06.320",safesoc-lnx-01,Wazuh agent stopped.,3,506
"May 14, 2026 @ 15:26:02.705",safesoc-lnx-01,PAM: Login session closed.,3,5502
"May 14, 2026 @ 15:26:02.664",safesoc-lnx-01,PAM: Login session opened.,3,5501
"May 14, 2026 @ 15:26:02.664",safesoc-lnx-01,Successful sudo to ROOT executed.,3,5402
"May 14, 2026 @ 15:25:40.630",safesoc-lnx-01,syslog: User authentication failure.,5,2501
